メディア,投稿日（推定）,タイトル／本文（抜粋）,カテゴリ,URL,メモ・要点,チェックすべき関連サイト,重要なワード,今後深堀すべきポイント
note,2026-03-27,【私のsettings.json公開】Anthropic公式のハーネス設計をClaude Codeに実装した話,Claude Code,https://note.com/kawaidesign/n/nf5c561e9070e,ハーネス設計でClaude Code品質を70→85点に改善。Anthropic公式設計思想を実装,Anthropic Harness Design公式ブログ,settings.json・ハーネス設計・タスク品質・CLAUDE.md,自分のsettings.jsonとCLAUDE.mdを見直し・スコア計測する方法を確立する
note,2026-03-27,【衰退職種11位に入った】デザイナー14年目の結論。AIに奪われる仕事とAIでは届かない仕事,キャリア・AI,https://note.com/kawaidesign/n/,WEFなどの衰退職種レポートを参照しながらデザイナーとしての自己分析。AI代替の境界線を14年の経験で語る,WEF Future of Jobs Report / Goldman Sachs AI雇用レポート,衰退職種・AIの代替と補完・個のブランド化,「AIで代替されない職能」とは何かを構造化してチームに展開する
note,2026-03-28,【「何に使えばいいの？」が消える40分】プロのClaude Code仕事場・全部見せます,Claude Code,https://note.com/kawaidesign/n/,実務でのClaude Code活用フロー全体公開。実際の指示体系・CLAUDE.md運用が見える,Anthropic公式ドキュメント / Claude Code公式,ハーネス設計・CLAUDE.md・スキルファイル,自分のCLAUDE.md・skills構成を最適化する
note,2026-03-28,【「意識」は存在しない】世界は関数である——MIT・ノーベル賞学者が本気で唱える「全ては計算」仮説,哲学・思想,https://note.com/kawaidesign/n/,MITやノーベル賞学者の計算主義哲学をデザイン・AI観と接続。思考の根拠を哲学で固める試み,MIT Technology Review / Max Tegmark公式,計算主義・クオリア・意識のハードプロブレム,AIが「創造」しているのか「計算」しているのかを議論できる思想的基盤を作る
note,2026-03-28,【サムネを12回直した全記録】デザインの正解は「科学」で出せる——AIと壁打ちして気づいたこと,デザイン思考,https://note.com/kawaidesign/n/,サムネイル改善をAIと対話しながら反復。デザイン判断の言語化・科学化,EyeQuant / Attention Insight（視線解析）,デザイン科学・反復改善・壁打ち思考,「なぜ良いか」を言語化するデザインレビュープロセスの設計
note,2026-03-28,【指示なしで最適解を出す】Claude Codeにコンテンツ制作の判断基準を全部教えたら・何が起きたか,Claude Code,https://note.com/kawaidesign/n/,AIに判断基準を移譲する設計思想。コンテンツ制作の「判断」をAIに委ねるとどうなるか,Anthropic公式ブログ / Claude 4系モデル情報,判断基準の移譲・コンテキストエンジニアリング・自律エージェント,エージェントへの権限委譲のレベル設計（どこまで任せるか）
note,2026-03（推定）,【AIを"雇う"時代が始まった】Genspark Clawがローンチ——専用クラウドPCで動く「AI社員」の全容,ツール・テクノロジー,https://note.com/kawaidesign/n/n265e04177d5f,Genspark Clawは専用クラウドPCで動くAIエージェント。LINE・Slack等から指示するだけで自律稼働。「AI社員」という概念の具体化,Genspark公式 / Genspark Claw製品ページ,AI社員・クラウドコンピュータ・自律エージェント・Genspark Claw,AIエージェントに業務委譲するための「ジョブ定義書」の作り方を研究する
note,2026-03（推定）,【Figma株が8%落ちた理由】Google Stitch大型アップデート・5つの新機能を全解説,ツール・テクノロジー,https://note.com/kawaidesign/n/nf9f802d85d09,Figmaの株価下落を受けてGoogle StitchとFigmaの競合関係を分析。バイブデザインツールとして5つの新機能を解説,Google Stitch公式 / Figma公式ブログ,バイブデザイン・Google Stitch・Figma代替・DESIGN.md,Figma→Stitch移行コストと移行判断基準を組織として整理する
note,2026-03（推定）,【Googleがデザインツールの常識を壊しにきた】Stitch次期アップデートの全貌をデザイナー視点で解説,ツール・テクノロジー,https://note.com/kawaidesign/n/nb930e89d5c8a,デザイナー視点での詳細分析。Googleの長期戦略（Figma取込→超越）を予測,Google Stitch公式リリースノート / Google I/O アーカイブ,AIネイティブデザインプラットフォーム・Figmaエクスポート機能,UIデザインツール市場の2026年以降の変化を予測し先手を打つ
note,2026（推定）,【30秒で終わります】Claude Code・猿でもわかる始め方ガイド,Claude Code,https://note.com/kawaidesign/n/nc4f4004fd64b,Claude Codeインストールから初期設定まで最短手順で解説,Claude Code公式ドキュメント（Anthropic）,Claude Codeインストール・初期設定・ゼロから始める,未使用者へのオンボーディング資料として活用する
note,2026（推定）,【AI使い倒すか／個性を磨くか】凡庸なデザイナーは終わり・二極化する未来,キャリア,https://note.com/kawaidesign/n/nbfaa0764c10c,AI型デザイナー vs 個性型デザイナーの二極化論。両方の型の具体像と戦略が書かれている,日本デザイン振興会 / Behance / Dribbble,デザイナー二極化・AI型デザイナー・個のブランド,自分がどちらの軸で生きるかを決める
note,2026（推定）,【Webサイト制作 3STEP】Notion→Claude→FigmaでワイヤーフレームからデザインまでFigma工数を短縮,ツール・テクノロジー,https://note.com/kawaidesign/n/n58fbf29a862c,Notion（コンテンツ管理）→Claude（ワイヤー生成）→Figma（仕上げ）の3ステップ制作フロー,Notion公式 / Claude公式 / Figma公式,3ステップ制作フロー・Notion→Claude→Figma,自分のWeb制作フローをこの3ステップに置き換えてみる
note,2026（推定）,【完全解説】AIビジネスデザイナーとは？年収2000万円超の求人も・仕事内容・スキル・なり方を徹底解剖,キャリア・AI,https://note.com/kawaidesign/n/nd81b7f9a653f,新職種「AIビジネスデザイナー」の定義・スキル要件・求人実態を解説。年収帯も記載,LinkedIn求人 / SHIFT AI求人,AIビジネスデザイナー・スキルマップ・新職種,AIビジネスデザイナーとして必要なスキルセットを自己評価・ギャップ分析する
note,2026（推定）,画像を「レイヤー」に分解して自由自在に編集するな新時代,ツール・テクノロジー,https://note.com/kawaidesign/n/nd6cc0ea5bfc1,画像のレイヤー分解・分離編集技術の紹介。CompositeやSegmentationの新手法,Stability AI公式 / Adobe Firefly公式,レイヤー分解 / 画像編集 / Segmentation,画像の「部分編集」がデザインワークフローをどう変えるか検証する
X,2026-04-14,"Claude Code 環境初期化トラブルと再設定チェックリストの公開。","Claude Code/ノウハウ",https://x.com/kawai_design,"自身の全設定初期化の失敗をナレッジ化。共有によるフォロワーへの価値提供。","Claude Code公式","Claude Code, 初期化, 設定手順, リカバリ","settings.jsonのバックアップ運用の検討"
CrowdWorks,2026-04-14,"展示会用パネルのデザイン制作（車載組み込み開発関連）への応募。","デザイン/プロジェクト",https://crowdworks.jp,"急募案件への積極的なアプローチ。実務でのデザイン制作の継続。","クラウドワークス","パネルデザイン, 車載, 実務制作","展示会用デザインのAI活用可能性の模索"
